X,Y1,Y2
0.0,0.04967141530112327,1.0357787360348283
0.05025125628140704,-0.011314988039026279,1.054828776134412
0.10050251256281408,0.07475126890284658,1.1033598331693217
0.15075376884422112,0.17460238114400345,1.0943771242097031
0.20100502512562815,0.015909501048618026,0.8428981419204642
0.2512562814070352,0.037484352498849335,0.8763685700585226
0.30150753768844224,0.24475741399367337,1.0090534982904076
0.35175879396984927,0.19367851153504806,0.9943380540200301
0.4020100502512563,0.10402322629438282,0.9779840770034018
0.45226130653266333,0.24295604685689476,1.2934840134343353
0.5025125628140704,0.18352081452219932,0.9453456074392856
0.5527638190954774,0.22760841529910736,0.9802760015039603
0.6030150753768845,0.3455608448159763,0.939102925979233
0.6532663316582915,0.17977886010842242,0.8844486406434027
0.7035175879396985,0.25059894880408273,0.7621152332108655
0.7537688442211056,0.4207593618453155,0.8426990666273362
0.8040201005025126,0.4311788138224156,0.66160714217254
0.8542713567839196,0.620592279881675,0.6863214601690919
0.9045226130653267,0.5559520077609975,0.6317035120215133
0.9547738693467337,0.563637238637037,0.6578813622539067
1.0050251256281408,0.909714307686323,0.8499237418804344
1.0552763819095479,0.7986633709849702,0.3998949523343631
1.105527638190955,0.8855366587511896,0.6228978197134512
1.155778894472362,0.7929466134844106,0.3602215253404043
1.206030150753769,0.936362524367101,0.44117347668434476
1.256281407035176,1.0556662609124947,0.5638656759004933
1.306532663316583,0.9813003156180722,0.4278079535254094
1.35678391959799,1.1835142614513905,0.27989191861587714
1.407035175879397,1.1328205888601393,0.2823680003931497
1.4572864321608041,1.207737219183607,0.388100729910009
1.5075376884422111,1.217539292085027,0.21341920083999874
1.5577889447236182,1.5002348713723181,0.2745473062763174
1.6080402010050252,1.347175335158329,0.22408987881695341
1.6582914572864322,1.2722358358352592,0.12124122360434705
1.7085427135678393,1.4854669965063758,0.36794989336525796
1.7587939698492463,1.3018351479678991,0.18443235985422332
1.8090452261306533,1.4608108563282616,-0.11361620490124129
1.8592964824120604,1.2550766628352765,0.07581243333946625
1.9095477386934674,1.3242951066374447,-0.040295692561635635
1.9597989949748744,1.4776785249315854,0.08032189523697449
2.0100502512562817,1.5274059308436483,-0.11446851375737548
2.0603015075376887,1.4608529264299237,-0.0764487892713514
2.1105527638190957,1.4168224870937456,-0.04367465567712418
2.1608040201005028,1.3774099868173943,-0.0362141042647888
2.21105527638191,1.2332336868296983,-0.2708345130876405
2.261306532663317,1.27709352337737,-0.2116526959301679
2.311557788944724,1.2654501215292624,-0.25246302830860695
2.361809045226131,1.3741471234052327,-0.29642356852647117
2.412060301507538,1.254266580961275,-0.08001370849030709
2.462311557788945,0.9897066610769683,-0.240867913815285
2.512562814070352,1.1392709017214193,-0.43159392632667387
2.562814070351759,1.0040841382877086,-0.2371870995441423
2.613065326633166,0.9056619972965049,-0.1395512680653429
2.663316582914573,0.9604907905591461,-0.27063888196533764
2.71356783919598,0.9237949423670101,-0.5472664281997168
2.763819095477387,0.8308132513823862,-0.464524320350273
2.814070351758794,0.5666067228009324,-0.309511969864805
2.864321608040201,0.5285561425544724,-0.5264073056030443
2.9145728643216082,0.4979281377116876,-0.43003628959650875
2.9648241206030153,0.46434220152955663,-0.41507978733846745
3.0150753768844223,0.21781865133305534,-0.602715675575922
3.0653266331658293,0.14339596381253944,-0.5328172768966555
3.1155778894472363,-0.05484084486621959,-0.8672051952543745
3.1658291457286434,-0.1720531603847106,-0.6611121287508844
3.2160804020100504,-0.08111179601408028,-0.5989164103226151
3.2663316582914574,-0.13802094514384913,-0.7128261064648336
3.3165829145728645,-0.39310971354128277,-0.43860786745980884
3.3668341708542715,-0.3984307683311211,-0.7580887645228617
3.4170854271356785,-0.5757311748828882,-0.6717408083384364
3.4673366834170856,-0.7893733645708821,-0.6267720419063874
3.5175879396984926,-0.8011630766377651,-0.5072885780180274
3.5678391959798996,-0.7950332725125692,-0.8060441564007215
3.6180904522613067,-1.0626663906972553,-0.5566680316776202
3.6683417085427137,-1.0112009265004482,-0.6819841941023158
3.7185929648241207,-1.5361820336930356,-0.7906902256328353
3.7688442211055277,-1.2961517249324574,-0.6553816759160527
3.819095477386935,-1.4710022529227813,-0.6902714066702965
3.869346733668342,-1.6078497128972835,-0.7783288050767163
3.919597989949749,-1.663547985840863,-0.7190125079911305
3.969849246231156,-1.9624559803780248,-0.7717767379959528
4.020100502512563,-1.8725202184373997,-0.7287242736292275
4.07035175879397,-1.8972669263153303,-0.6802821124785959
4.120603015075377,-1.8628919343388606,-0.5939114245913676
4.170854271356784,-2.1352119102824214,-0.8819211602529728
4.2211055276381915,-2.2316772443637563,-0.5500807633299776
4.2713567839195985,-2.2629427323168483,-0.9634643268623855
4.3216080402010055,-2.17743738629478,-0.7879409666181962
4.371859296482413,-2.2863791920628818,-0.7180811378170522
4.42211055276382,-2.4163880843086227,-0.7526150912810038
4.472361809045227,-2.349959976627623,-0.8464436779996416
4.522613065326634,-2.4230279002486355,-0.808109905144745
4.572864321608041,-2.3607738455308835,-0.8393921652467687
4.623115577889448,-2.5461021259640164,-0.85149874940643
4.673366834170855,-2.5202022457101716,-0.7097528790328711
4.723618090452262,-2.53141498642339,-0.7608471915178066
4.773869346733669,-2.636524342392732,-0.8673638226598118
4.824120603015076,-2.45172518780919,-0.709328510411992
4.874371859296483,-2.4396104750937098,-0.7694681316305897
4.92462311557789,-2.442840101637107,-0.719517241966747
4.974874371859297,-2.4377678664444926,-0.7381429483799196
5.025125628140704,-2.5202149235059172,-0.884005333664488
5.075376884422111,-2.3786336015516394,-0.8568215578703401
